user_id,order_id,status,product_id,month,year,order_value,country,customer_age,customer_gender,category,retail_price
5304,6705,Complete,15676,8,2024,67.300003051757812,China,28,F,Plus,67.300003051757812
89467,112265,Complete,15932,9,2024,40.0,China,56,F,Plus,40.0
58027,73100,Complete,15932,6,2024,40.0,China,14,F,Plus,40.0
94356,118358,Complete,15421,4,2024,18.0,United States,42,F,Plus,18.0
21370,26905,Complete,15677,3,2023,239.94999694824216,United Kingdom,56,F,Plus,239.94999694824216
53064,66846,Complete,15677,4,2023,239.94999694824216,United Kingdom,24,F,Plus,239.94999694824216
18548,23380,Complete,15933,7,2024,18.989999771118164,China,65,F,Plus,18.989999771118164
25507,32164,Complete,15678,12,2022,84.260002136230483,United States,31,F,Plus,84.260002136230483
37010,46654,Complete,15678,12,2021,84.260002136230483,China,23,F,Plus,84.260002136230483
41036,51773,Complete,15934,1,2023,64.0,France,41,F,Plus,64.0
55318,69762,Complete,15934,9,2022,64.0,United Kingdom,12,F,Plus,64.0
76500,96206,Complete,15934,9,2024,64.0,France,56,F,Plus,64.0
37855,47718,Complete,15934,5,2021,64.0,Germany,60,F,Plus,64.0
23312,29368,Complete,15934,10,2021,64.0,United States,35,F,Plus,64.0
4094,5178,Complete,15423,8,2024,104.01000213623048,Brasil,69,F,Plus,104.01000213623048
4667,5882,Complete,15935,12,2024,25.0,United States,33,F,Plus,25.0
73091,91973,Complete,15424,2,2024,47.9900016784668,France,35,F,Plus,47.9900016784668
63996,80599,Complete,15680,4,2023,11.989999771118164,South Korea,53,F,Plus,11.989999771118164
97725,122622,Complete,15680,11,2024,11.989999771118164,Spain,25,F,Plus,11.989999771118164
73096,91977,Complete,15680,12,2024,11.989999771118164,United States,50,F,Plus,11.989999771118164
74325,93550,Complete,15680,4,2022,11.989999771118164,Japan,14,F,Plus,11.989999771118164
90999,114179,Complete,15936,1,2024,27.989999771118164,China,63,F,Plus,27.989999771118164
2300,2913,Complete,15936,12,2024,27.989999771118164,France,26,F,Plus,27.989999771118164
81870,102893,Complete,15425,9,2024,37.9900016784668,Germany,55,F,Plus,37.9900016784668
98786,123912,Complete,15425,6,2024,37.9900016784668,United Kingdom,26,F,Plus,37.9900016784668
50218,63245,Complete,15681,1,2023,34.9900016784668,China,20,F,Plus,34.9900016784668
17617,22226,Complete,15681,7,2024,34.9900016784668,United States,27,F,Plus,34.9900016784668
85116,106860,Complete,15937,12,2024,16.75,United States,42,F,Plus,16.75
1303,1625,Complete,15426,12,2023,15.0,Germany,59,F,Plus,15.0
19320,24334,Complete,15426,9,2024,15.0,Brasil,23,F,Plus,15.0
62802,79120,Complete,15938,3,2020,25.0,Spain,52,F,Plus,25.0
26802,33848,Complete,15938,9,2024,25.0,United Kingdom,70,F,Plus,25.0
43117,54334,Complete,15938,12,2024,25.0,China,67,F,Plus,25.0
4224,5329,Complete,15938,7,2024,25.0,United Kingdom,66,F,Plus,25.0
91913,115337,Complete,15427,12,2022,38.0,China,14,F,Plus,38.0
45728,57551,Complete,15939,4,2022,28.989999771118164,United States,33,F,Plus,28.989999771118164
74983,94365,Complete,15939,3,2023,28.989999771118164,Germany,48,F,Plus,28.989999771118164
82946,104165,Complete,15428,9,2024,40.0,China,26,F,Plus,40.0
67734,85298,Complete,15428,10,2021,40.0,China,27,F,Plus,40.0
10835,13690,Complete,15684,6,2024,65.0,China,30,F,Plus,65.0
64018,80631,Complete,15940,11,2023,14.989999771118164,China,68,F,Plus,14.989999771118164
68792,86596,Complete,15940,4,2024,14.989999771118164,Brasil,68,F,Plus,14.989999771118164
14049,17730,Complete,15940,6,2023,14.989999771118164,France,62,F,Plus,14.989999771118164
29412,37173,Complete,15429,6,2024,21.989999771118164,China,59,F,Plus,21.989999771118164
27392,34601,Complete,15429,5,2024,21.989999771118164,United States,39,F,Plus,21.989999771118164
70661,88898,Complete,15941,12,2021,79.569999694824219,United States,19,F,Plus,79.569999694824219
54221,68332,Complete,15941,7,2024,79.569999694824219,United States,39,F,Plus,79.569999694824219
73966,93080,Complete,15686,3,2022,44.9900016784668,China,30,F,Plus,44.9900016784668
78712,98991,Complete,15942,3,2023,20.0,Australia,35,F,Plus,20.0
11516,14560,Complete,15431,4,2023,150.0,Brasil,21,F,Plus,150.0
7447,9435,Complete,15687,11,2024,32.9900016784668,United States,14,F,Plus,32.9900016784668
53091,66882,Complete,15687,3,2024,32.9900016784668,United States,32,F,Plus,32.9900016784668
67886,85503,Complete,15687,7,2024,32.9900016784668,Germany,56,F,Plus,32.9900016784668
1705,2136,Complete,15687,7,2023,32.9900016784668,China,65,F,Plus,32.9900016784668
24231,30528,Complete,15943,3,2024,32.0,Brasil,50,F,Plus,32.0
29254,36978,Complete,15432,10,2022,4.5799999237060556,United States,53,F,Plus,4.5799999237060556
30455,38476,Complete,15688,9,2022,35.0,France,62,F,Plus,35.0
99835,125246,Complete,15688,9,2019,35.0,Germany,70,F,Plus,35.0
69160,87035,Complete,15688,8,2024,35.0,China,16,F,Plus,35.0
